Position_previous,GP_previous,G_previous,A_previous,PTS_previous,+/-_previous,TOI_previous,IPP%_previous,Shots_previous,Shots_missed_previous,Shots_cbar_previous,Shots_post_previous,Team_previous,Position_next,GP_next,G_next,A_next,PTS_next,+/-_next,TOI_next,IPP%_next,Shots_next,Shots_missed_next,Shots_cbar_next,Shots_post_next,Team_next,latest_PTS,latest_+/-,latest_A,latest_G,latest_TOI
3,82,20,23,43,9,76474,66.2,159,59,1,2,42,3,82,25,32,57,17,74153,68.7,186,45,0,2,42,32,14,14,18,56705
0,81,20,32,52,1,86119,80.0,181,69,0,2,46,0,79,17,24,41,-19,81281,69.5,162,54,1,2,38,33,1,17,16,75023
2,67,8,9,17,-8,52901,73.9,90,27,0,0,51,2,59,7,6,13,-12,52834,72.2,85,23,1,0,36,26,6,11,15,66196
1,82,5,27,32,10,121335,39.5,150,65,2,3,58,1,78,5,34,39,20,103784,47.6,154,61,0,1,58,29,24,22,7,92237
3,1,0,0,0,0,602,0.0,0,0,0,0,28,3,44,8,2,10,6,29371,62.5,63,17,1,2,28,27,12,14,13,57398
0,52,0,5,5,0,27759,45.5,49,24,0,1,41,0,46,4,4,8,-3,29962,72.7,39,27,0,2,41,8,-13,4,4,40562
2,71,10,14,24,1,66566,80.0,81,50,0,3,32,2,82,7,5,12,-12,62576,63.2,104,40,0,1,32,7,-11,5,2,47573
2,6,0,0,0,-2,3650,0.0,2,1,0,0,38,2,11,1,0,1,-1,6682,50.0,19,3,0,0,38,15,6,8,7,44590
0,55,12,22,34,-9,62906,66.7,109,32,1,5,39,0,82,18,25,43,-10,87045,71.7,200,42,0,2,39,48,10,24,24,67295
1,69,3,7,10,-13,83755,22.7,120,51,1,0,39,1,44,5,6,11,0,44927,37.9,85,25,0,0,39,26,15,20,6,109469
0,22,6,7,13,1,21566,108.3,43,26,1,1,54,0,81,22,39,61,-3,77820,82.4,205,76,0,5,54,61,20,41,20,82107
3,82,17,26,43,-2,74638,70.5,161,38,3,2,38,3,76,12,36,48,0,79502,70.6,165,60,1,2,38,40,-2,19,21,87828
0,20,3,4,7,-1,13416,63.6,10,3,0,0,31,0,11,0,1,1,-6,5235,50.0,3,0,0,0,31,0,0,0,0,496
0,71,21,39,60,-16,92591,88.2,157,38,0,4,31,0,72,20,35,55,-1,92700,63.2,189,49,0,7,31,61,-23,37,24,101170
1,82,4,17,21,8,100257,40.4,63,48,1,2,37,1,52,2,7,9,-4,57011,30.0,37,32,0,1,35,8,1,4,4,53383
1,17,0,5,5,1,22123,31.3,24,8,0,0,39,1,2,0,0,0,-1,2074,0.0,2,1,0,0,39,15,-11,10,5,67701
3,79,22,42,64,-4,86295,83.1,202,65,1,4,46,3,65,19,26,45,-7,73983,63.4,156,55,0,2,31,44,-34,29,15,77644
1,19,0,2,2,-5,14496,33.3,13,5,0,1,37,1,41,5,2,7,-4,39878,30.4,33,11,0,1,37,17,7,12,5,67975
1,2,0,0,0,0,1103,0.0,1,1,0,1,42,1,13,0,3,3,-1,10516,33.3,7,6,0,0,42,8,0,8,0,31424
1,82,8,21,29,8,78850,47.5,90,34,0,3,58,1,82,6,27,33,30,96107,38.8,125,41,0,1,58,31,10,21,10,113794
1,41,3,7,10,11,48734,25.0,31,14,0,0,58,1,79,0,14,14,32,84306,23.0,93,33,0,0,58,10,-9,10,0,94113
3,80,26,25,51,16,91024,60.0,185,64,0,7,58,3,68,33,23,56,28,72848,58.9,143,70,2,3,58,47,2,29,18,81747
1,5,0,1,1,-2,4873,50.0,4,3,0,0,38,1,66,3,9,12,2,71173,30.0,89,35,0,1,38,7,-3,7,0,37416
2,79,50,21,71,21,96262,65.1,398,158,0,8,58,2,82,33,36,69,6,90361,65.1,313,129,1,12,58,87,3,38,49,99110
2,48,3,6,9,-9,37008,64.3,88,33,0,0,52,2,32,8,5,13,9,23339,68.4,51,11,0,1,52,12,-11,4,8,59015
2,82,30,34,64,-10,91154,84.2,303,117,2,3,43,2,81,35,32,67,15,93198,73.6,268,113,0,4,43,37,-16,20,17,73007
0,82,19,24,43,17,82175,87.8,133,30,0,2,48,0,82,12,21,33,13,79363,71.7,169,56,0,4,48,29,-14,15,14,78338
3,63,5,8,13,-10,40629,76.5,76,32,0,0,39,3,14,2,2,4,2,7496,100.0,15,7,0,0,39,3,1,1,2,24464
2,62,16,24,40,10,66659,70.2,117,41,0,1,53,2,75,17,35,52,8,86028,62.7,162,52,1,1,53,35,16,24,11,57107
3,82,30,27,57,3,87600,85.1,222,74,1,3,44,3,80,26,27,53,2,83275,70.7,192,79,0,5,44,44,-1,20,24,64392
2,80,30,47,77,8,88898,84.6,187,54,2,8,35,2,82,31,43,74,18,95798,71.2,211,82,0,8,35,82,23,55,27,97835
2,30,6,2,8,4,19501,61.5,39,17,0,0,35,3,82,22,22,44,14,72490,65.7,155,43,1,7,35,35,7,21,14,65652
0,56,6,5,11,-2,42804,91.7,50,24,0,1,53,0,58,4,6,10,-6,40102,71.4,68,26,1,4,53,9,-5,4,5,34279
1,79,9,24,33,28,91894,42.9,165,73,0,1,52,1,81,4,31,35,7,103018,46.1,188,63,0,2,52,35,-7,29,6,111263
2,70,25,28,53,-3,81026,91.4,234,76,0,5,42,2,69,19,23,42,-3,72156,64.6,194,50,0,6,42,24,0,9,15,43049
3,51,15,11,26,3,42672,83.9,108,25,0,3,30,3,75,34,36,70,11,80921,71.4,261,95,0,4,30,80,10,45,35,88392
1,38,1,6,7,-8,38187,41.2,32,16,0,0,43,1,36,1,8,9,-1,33312,42.9,42,22,1,0,37,13,6,12,1,85918
2,24,2,3,5,-3,17559,52.7478747203579,28,11,0,0,48,2,1,0,0,0,-2,989,0.0,4,2,0,0,48,1,-4,0,1,5212
0,82,38,40,78,25,97494,69.6,224,90,1,1,51,0,81,29,39,68,11,92910,71.6,233,101,1,7,51,66,0,44,22,94737
2,79,15,21,36,11,68543,85.7,137,60,0,4,41,2,80,24,20,44,5,78336,61.1,187,83,1,3,41,40,11,25,15,78561
1,9,0,2,2,-1,9493,50.0,8,2,0,0,46,1,44,3,7,10,-5,44442,37.0,40,17,0,0,46,19,7,16,3,90203
0,71,9,32,41,-11,70499,64.1,133,45,0,0,57,0,65,13,32,45,-11,63525,61.6,134,46,1,3,57,39,4,22,17,60725
2,71,12,24,36,-1,64806,67.9,147,47,0,2,28,2,82,18,28,46,-2,85106,64.8,151,61,0,3,52,66,1,50,16,74795
3,82,34,28,62,2,87122,74.7,215,82,0,8,28,3,82,19,34,53,2,87162,71.6,215,95,1,5,28,49,-4,32,17,75730
1,69,4,12,16,-7,77700,44.4,85,43,0,1,32,1,82,2,18,20,23,104325,24.7,108,53,1,1,32,19,-6,16,3,81526
2,26,2,4,6,2,18326,66.7,25,14,0,1,57,2,54,1,12,13,-13,35316,56.5,57,25,2,0,57,2,0,0,2,7572
1,66,2,15,17,17,67144,37.0,53,25,0,0,40,1,49,1,13,14,-1,53361,40.0,55,28,0,0,40,13,-2,11,2,58920
1,51,5,11,16,-6,65350,48.5,98,44,0,0,43,1,80,8,20,28,3,106152,35.4,172,76,0,3,43,42,-30,30,12,115595
1,71,4,28,32,-7,95197,62.7,144,81,0,2,48,1,81,9,21,30,-6,111982,37.5,156,54,0,2,48,26,-15,20,6,94786
2,7,1,1,2,0,5054,200.0,10,1,0,0,44,2,10,0,1,1,-5,7822,50.0,9,3,0,0,44,0,0,0,0,1135
1,73,7,30,37,10,115215,52.9,182,52,0,3,52,1,80,14,34,48,3,121353,45.7,181,57,1,1,52,54,8,39,15,120447
0,61,14,15,29,-4,53130,82.9,128,61,0,3,28,3,60,8,10,18,-8,44198,45.0,96,46,1,3,47,3,3,0,3,2114
0,82,14,40,54,4,91178,74.0,189,58,1,2,43,0,78,10,18,28,10,78712,58.3,139,39,0,3,43,26,1,20,6,69929
1,79,1,15,16,6,90803,42.1,91,49,0,0,51,1,75,4,7,11,10,80643,25.0,64,38,0,0,54,12,5,10,2,57163
3,75,11,25,36,10,73637,62.1,187,42,1,6,42,3,78,13,34,47,2,66579,78.3,176,53,3,3,42,34,-17,18,16,73323
1,26,2,0,2,-3,17866,18.2,24,13,0,0,57,1,65,1,13,14,3,42332,51.9,50,18,0,0,57,1,-2,1,0,8590
2,55,14,22,36,-6,52963,75.0,109,40,0,1,39,2,67,8,6,14,-5,56497,51.9,77,35,1,0,39,19,-8,6,13,60751
1,22,0,7,7,4,20398,53.8,25,10,0,0,50,1,11,0,0,0,-4,9824,0.0,11,4,0,0,50,22,-22,19,3,76048
0,62,6,11,17,5,41776,58.6,88,22,3,2,46,2,50,5,13,18,-9,38912,72.0,71,16,0,2,46,2,-3,1,1,10082
1,54,0,3,3,1,36882,20.0,20,9,0,0,42,1,39,2,5,7,0,29789,35.0,20,18,1,0,42,9,8,6,3,46041
1,64,3,6,9,-6,62103,29.0,69,20,0,2,33,1,29,0,6,6,-1,24302,31.6,13,8,0,0,33,0,-2,0,0,3357
1,15,2,2,4,1,14156,30.8,15,11,1,1,46,1,1,0,0,0,1,237,0.0,0,0,0,0,46,32,-4,22,10,75096
1,55,1,10,11,-1,52480,36.7,44,26,0,1,31,1,82,4,13,17,0,91319,34.7,86,38,0,0,40,16,-8,13,3,92305
1,47,4,7,11,1,55733,39.3,62,16,0,0,38,1,73,6,9,15,4,78375,34.9,79,16,0,1,33,3,-4,3,0,15418
0,2,1,0,1,0,2131,50.0,5,5,0,0,46,0,61,5,13,18,-2,45826,50.0,82,16,1,0,46,3,-2,3,0,14787
2,82,13,18,31,9,70353,66.0,132,60,1,0,49,2,52,8,3,11,-7,41378,57.9,63,25,0,1,49,22,9,9,13,60441
0,72,20,23,43,-1,69431,65.2,170,75,0,2,28,0,71,33,18,51,10,74065,73.9,177,78,1,4,28,69,6,35,34,89705
3,9,0,0,0,-7,4837,0.0,9,2,0,0,36,3,75,20,18,38,-25,81262,56.7,133,56,0,2,36,84,0,55,29,92159
0,80,21,27,48,-6,81519,69.6,160,70,2,3,32,0,82,16,29,45,-10,85088,67.2,186,45,1,2,32,31,0,17,14,65523
0,44,4,5,9,9,24192,50.0,42,11,0,0,35,0,68,4,4,8,-4,48254,44.4,77,14,0,0,35,4,4,3,1,14431
3,13,4,2,6,1,7244,100.0,16,5,0,1,52,3,9,0,2,2,-2,5799,100.0,10,3,0,0,32,9,1,4,5,12996
0,9,0,0,0,-1,6799,0.0,15,8,0,0,40,0,24,2,1,3,-3,13824,60.0,21,5,0,0,40,1,0,1,0,1985
3,79,11,15,26,-5,72300,76.5,127,59,0,2,49,3,63,10,9,19,3,52146,67.9,92,31,1,0,49,1,-2,0,1,12428
3,64,3,1,4,-6,30831,66.7,31,10,0,0,52,3,80,7,6,13,4,42648,50.0,58,24,0,1,52,10,-7,6,4,36004
1,37,2,4,6,5,26149,31.6,22,17,0,1,36,1,16,0,5,5,6,11818,41.7,12,7,0,0,43,0,1,0,0,2606
1,29,1,6,7,-4,21024,53.8,27,5,0,1,42,1,17,1,0,1,1,12629,11.1,19,10,0,1,42,18,-5,16,2,51172
0,79,23,19,42,-8,79803,61.8,165,55,0,3,31,0,79,17,30,47,-11,81609,57.3,178,50,0,5,31,50,-24,25,25,84139
3,82,11,20,31,8,76858,79.5,117,37,0,2,29,3,16,5,4,9,-1,14732,90.0,25,7,0,0,29,15,-24,12,3,67337
3,82,14,23,37,-21,85143,78.7,189,74,3,2,29,3,80,16,18,34,-8,83103,75.6,155,64,1,4,29,25,-12,13,12,68573
1,82,9,27,36,-17,114277,59.0,167,114,2,4,54,1,76,6,21,27,-20,101089,39.7,170,77,0,1,54,52,-4,46,6,98495
1,82,9,32,41,-21,124381,51.3,202,58,0,3,31,1,79,6,39,45,-9,125458,45.0,186,59,0,2,31,41,-25,35,6,116067
3,8,0,1,1,-3,5569,25.0,15,5,0,0,37,3,78,16,8,24,11,60355,61.5,167,64,0,4,37,14,1,7,7,46175
2,33,2,2,4,-2,23289,50.0,55,22,0,2,28,2,77,14,14,28,4,59992,71.8,149,57,0,2,28,27,3,17,10,60110
2,2,1,1,2,2,1410,200.0,8,2,0,0,31,2,30,4,2,6,-7,23265,75.0,51,23,0,0,31,25,-10,18,7,40116
2,80,13,16,29,11,66514,78.4,111,54,0,0,37,2,60,12,15,27,1,55866,61.4,82,38,1,0,37,17,1,12,5,54451
1,1,0,0,0,0,930,0.0,1,0,0,0,31,1,34,2,8,10,9,35366,32.3,45,18,0,0,50,5,-8,3,2,41516
1,62,4,15,19,-5,85842,32.2,70,55,0,1,37,1,68,1,12,13,5,86565,28.9,68,33,0,3,39,21,-7,17,4,89240
3,41,4,7,11,1,30744,68.8,68,26,0,2,50,3,57,15,13,28,4,46636,68.3,110,35,0,0,50,38,11,25,13,66443
3,81,22,34,56,-9,83470,86.2,183,65,0,0,48,3,62,13,12,25,-3,57801,51.0,111,49,0,0,48,33,-12,22,11,61163
0,6,2,0,2,1,4393,50.0,5,0,0,0,32,0,67,11,18,29,-8,59864,70.7,73,28,0,1,32,38,-15,23,15,74909
2,78,31,22,53,1,80582,79.1,233,75,2,2,33,2,82,24,29,53,23,83786,75.7,210,72,1,6,33,35,-10,17,18,86120
3,61,5,5,10,-1,43923,62.5,61,29,0,1,45,3,5,0,0,0,-1,3664,0.0,3,2,0,0,45,8,-8,6,2,35773
1,1,0,0,0,2,875,0.0,1,0,0,0,44,1,38,2,5,7,-6,36670,41.2,46,15,0,1,44,10,0,8,2,43792
1,65,4,21,25,-7,90373,43.1,122,57,2,1,33,1,74,6,17,23,33,96940,31.1,135,63,0,2,33,16,2,12,4,94187
1,41,2,6,8,5,42743,33.3,29,10,0,0,55,1,82,2,11,13,-1,93364,28.3,75,30,0,0,55,14,8,12,2,35137
1,73,5,16,21,6,90666,39.6,126,63,0,1,42,1,71,4,9,13,-2,78122,25.5,88,32,1,2,42,22,-15,17,5,114719
0,71,11,12,23,6,54007,69.7,125,36,1,1,37,0,80,9,15,24,-16,70241,68.6,172,46,0,2,40,24,6,13,11,61284
0,17,1,2,3,3,8490,60.0,18,4,0,0,31,0,59,7,7,14,-6,43436,66.7,89,39,0,2,30,22,-5,10,12,65339
0,71,29,32,61,16,79018,83.6,194,62,1,6,57,0,79,32,50,82,18,97447,72.6,160,50,0,7,57,60,19,37,23,74442
0,80,26,33,59,3,81091,72.8,178,63,2,7,49,0,79,25,30,55,-13,84404,62.5,178,79,1,3,49,70,10,42,28,97049
1,72,4,12,16,-2,75908,33.3,76,33,0,0,41,1,78,1,7,8,-9,84469,20.5,94,41,0,0,29,7,-12,6,1,62916
1,67,6,13,19,-22,74969,39.6,104,32,1,1,44,1,62,2,16,18,4,62297,42.9,118,46,0,0,51,5,3,4,1,40104
1,72,2,14,16,12,78061,37.2,80,43,2,1,58,1,60,3,14,17,22,55723,35.4,60,31,0,1,58,36,19,31,5,101419
0,26,2,2,4,2,14689,44.4,30,6,1,0,42,0,37,6,7,13,5,21710,86.7,37,9,0,3,42,2,-4,1,1,9421
1,63,4,14,18,-15,69721,37.5,82,38,0,3,50,1,78,12,39,51,27,95699,45.1,155,42,0,3,50,27,22,23,4,73759
2,33,8,14,22,8,34063,75.9,63,19,0,2,52,2,78,19,36,55,14,88482,65.5,179,56,2,4,52,59,15,35,24,72141
1,81,14,35,49,6,110918,57.6,167,55,2,3,35,1,79,3,36,39,5,103767,45.9,131,56,1,3,35,26,-3,19,7,98159
2,82,28,33,61,7,90202,83.6,258,76,0,6,55,2,82,15,29,44,-16,90456,71.0,216,64,0,5,55,55,-21,32,23,74214
0,74,11,44,55,0,81602,87.3,99,31,0,0,55,0,82,15,35,50,-27,93680,78.1,99,26,0,4,55,50,-22,47,3,76498
0,72,33,40,73,2,83991,76.8,278,99,2,4,37,0,82,26,46,72,-15,90826,73.5,301,92,1,8,37,78,12,38,40,102870
1,61,1,11,12,-1,70995,29.3,66,23,0,0,30,1,73,5,17,22,25,85089,33.3,89,21,0,1,46,5,-9,5,0,30043
1,81,6,24,30,-15,106136,43.5,155,59,1,1,39,1,80,8,27,35,14,103118,46.1,128,64,0,0,39,8,-15,8,0,35274
1,72,1,20,21,-8,78472,44.7,94,46,0,1,44,1,80,3,28,31,-31,97691,52.5,125,54,2,2,44,24,-8,15,9,89740
2,76,20,35,55,-3,80337,69.6,226,91,1,6,37,2,48,8,10,18,-22,45917,72.0,146,46,0,2,37,21,-16,11,10,54111
1,72,14,30,44,-14,96864,61.1,180,65,0,5,52,1,80,13,43,56,-7,95715,60.9,161,56,0,0,52,23,-14,18,5,55951
3,78,14,20,34,11,68567,66.7,153,55,2,1,35,0,68,12,17,29,4,62023,55.8,127,35,2,3,43,20,-8,10,10,48377
3,53,5,2,7,-7,38926,43.8,72,23,0,2,40,0,55,3,7,10,3,32040,55.6,59,15,1,2,28,14,-6,10,4,51327
0,81,14,11,25,-8,74022,61.0,128,37,1,0,38,0,80,2,11,13,-29,67064,41.9,109,49,1,0,38,32,4,21,11,71291
2,44,7,3,10,-1,25748,71.4,51,13,1,0,50,2,61,23,30,53,24,58332,75.7,154,39,1,2,50,30,2,12,18,66110
0,3,0,0,0,2,2181,0.0,1,0,0,0,37,0,82,13,20,33,-4,69547,73.3,115,54,0,2,37,32,-30,21,11,75908
0,68,3,7,10,-10,50617,76.9,90,33,0,1,41,0,70,6,11,17,-2,53712,65.4,79,37,2,2,41,19,-3,14,5,54407
3,82,20,19,39,8,83514,97.5,215,74,0,4,28,3,79,23,26,49,10,87616,74.2,227,69,0,7,28,40,6,23,17,82977
3,81,32,28,60,-7,83758,71.4,229,86,0,3,49,3,82,31,23,54,-18,93343,60.7,224,87,1,6,49,46,-16,22,24,81394
0,3,0,1,1,0,1093,100.0,2,0,0,0,50,0,2,0,1,1,-1,1565,100.0,2,2,0,0,50,12,2,8,4,22616
0,34,4,2,6,5,20317,46.2,25,8,0,1,45,0,58,8,2,10,11,38708,41.7,42,14,0,0,45,27,2,18,9,78218
2,82,28,23,51,-2,80129,83.6,258,75,1,4,32,2,79,37,26,63,-3,84081,77.8,281,88,3,7,32,49,-27,25,24,82203
1,7,0,0,0,1,7448,0.0,6,3,0,0,47,1,80,5,34,39,11,83821,50.0,127,42,0,3,47,25,-27,21,4,103443
1,63,2,18,20,1,79331,47.6,84,40,0,1,32,1,82,5,29,34,23,115316,40.5,99,55,0,2,32,30,1,22,8,111132
2,11,0,1,1,-5,5736,50.0,5,4,0,0,39,2,41,4,6,10,5,27342,83.3,55,16,0,0,39,12,-4,6,6,35431
1,63,3,12,15,1,66540,35.7,82,31,1,1,38,1,51,3,6,9,1,58880,25.0,62,32,0,0,38,8,2,7,1,45322
3,82,21,16,37,4,74709,57.8,199,71,0,4,45,3,78,12,17,29,7,64692,60.4,155,75,0,6,45,51,20,26,25,72909
3,82,25,25,50,19,91566,69.4,173,53,0,5,40,3,80,15,22,37,-13,88096,63.8,160,51,1,0,40,60,31,38,22,72056
0,81,25,11,36,16,74843,72.0,121,51,1,3,48,0,74,16,16,32,6,72721,71.1,137,55,0,1,48,19,-32,14,5,68217
3,64,14,11,25,-3,47203,78.1,94,31,0,0,44,3,53,4,5,9,-19,42950,81.8,76,24,0,0,44,16,-6,9,7,55570
0,82,12,39,51,-7,88634,87.9,163,52,0,2,36,0,80,6,8,14,-26,64537,48.3,128,42,0,2,36,37,0,21,16,80171
3,11,2,3,5,-4,10310,83.3,33,9,0,0,54,3,56,5,4,9,1,36450,50.0,70,34,0,2,54,2,-2,1,1,9916
0,75,33,30,63,4,74340,77.8,202,80,2,4,37,0,68,15,35,50,-18,65977,66.7,149,63,2,6,37,26,-12,18,8,60868
0,80,13,36,49,-9,72677,76.6,162,50,1,4,30,0,78,12,28,39,-8,65964,60.0,146,35,0,1,30,41,6,28,13,54133
1,77,11,18,29,11,104775,37.7,122,56,1,0,42,1,76,10,28,38,33,109591,38.8,144,50,0,5,42,37,-6,28,9,89837
0,83,13,26,39,-2,92406,65.0,199,94,0,4,47,0,82,28,37,65,17,91548,72.2,211,62,0,1,42,76,8,34,42,87635
0,82,20,28,48,6,90039,81.4,151,62,2,2,32,0,75,16,29,45,-1,83977,64.3,164,63,0,3,32,46,-4,27,19,91249
1,77,2,13,15,2,90918,34.9,65,27,0,1,47,1,72,3,7,10,9,82842,18.2,70,34,0,0,47,8,11,7,1,80059
3,78,21,17,38,-23,83646,74.5,187,39,0,1,57,3,58,8,13,21,6,47331,55.3,109,22,0,0,30,15,-20,7,8,49062
0,80,6,11,17,-4,60948,58.6,58,22,0,2,34,0,81,6,17,23,3,61631,76.7,59,32,0,1,34,12,4,8,4,44614
0,77,36,28,64,3,91266,82.1,216,88,2,5,53,0,17,9,11,20,3,18234,80.0,58,16,0,2,53,86,18,59,27,87864
0,64,10,39,49,3,73542,74.2,103,47,1,3,52,0,66,18,22,40,4,75793,58.0,112,29,0,4,52,53,1,37,16,90059
3,82,19,32,51,4,88283,81.0,146,48,1,3,30,3,82,16,24,40,2,77952,60.6,131,51,0,5,32,9,-8,6,3,27688
0,72,22,31,53,5,76703,75.7,192,59,1,2,47,0,81,17,38,55,19,90437,67.1,209,50,1,4,47,56,-7,42,14,94795
0,9,0,0,0,-3,4243,0.0,2,1,0,0,58,0,4,0,0,0,0,2131,0.0,3,0,0,0,58,18,13,12,6,47713
3,56,8,12,20,2,36271,69.0,78,31,0,1,28,3,79,13,8,21,3,49244,80.8,82,27,0,0,42,16,-5,6,10,34805
3,75,23,38,61,-4,90511,82.4,151,60,2,3,48,3,71,22,32,54,12,79072,63.5,134,53,0,1,48,62,9,42,20,71942
1,75,6,30,36,-10,101099,52.9,161,83,1,1,29,1,64,3,12,15,0,76099,34.1,81,46,0,0,29,10,-11,7,3,82396
1,73,9,25,34,16,96700,51.5,127,45,2,1,53,1,73,5,17,22,1,100304,32.4,130,52,0,1,53,18,29,14,4,103137
1,62,6,17,23,-1,81373,46.9,110,46,0,1,49,1,68,6,21,27,-12,76492,49.1,114,39,0,1,49,0,-2,0,0,1706
3,71,8,20,28,-9,66702,62.2,132,44,0,0,46,3,69,13,17,30,-8,60476,66.7,114,39,0,3,46,34,-4,21,13,74883
1,68,6,45,51,4,107558,50.0,176,67,3,2,43,1,66,10,30,40,-8,96640,52.6,142,52,1,1,45,59,18,43,16,118644
0,18,1,3,4,0,11136,80.0,13,5,0,1,50,0,10,0,0,0,-4,5504,0.0,9,0,0,0,50,5,-5,4,1,26401
1,77,4,17,21,-2,77784,44.7,65,33,0,1,53,1,80,3,11,14,-10,84427,35.0,93,24,0,2,53,7,-5,5,2,33895
1,82,8,43,51,10,140677,49.5,188,64,0,4,42,1,82,9,31,40,34,132469,34.5,164,57,1,4,42,51,-1,45,6,125318
0,20,5,4,9,3,21572,64.3,45,15,0,1,55,0,81,17,17,34,-20,91382,65.4,160,59,3,5,55,26,8,15,11,63375
2,3,0,0,0,0,2168,0.0,4,2,0,0,57,2,51,2,2,4,-6,32672,50.0,54,14,0,0,57,18,13,10,8,46340
3,80,40,34,74,7,89461,87.1,292,93,3,6,52,3,82,39,36,75,-1,90872,77.3,286,100,3,9,52,66,15,33,33,91474
2,81,21,24,45,4,69747,75.0,166,57,1,4,38,2,82,25,21,46,-8,85004,65.7,166,69,1,6,38,34,-19,14,20,80026
0,78,33,37,70,6,93574,78.7,250,77,2,4,46,0,77,28,38,66,4,94335,68.8,260,92,4,5,46,84,-12,47,37,98032
1,29,1,3,4,1,18288,30.8,23,13,0,0,51,1,45,0,6,6,-13,35874,28.6,36,14,0,0,32,0,-8,0,0,16175
0,78,13,22,35,-2,71814,81.4,136,45,0,2,35,2,81,15,27,42,-6,78927,68.9,169,65,1,2,32,64,8,41,23,83085
1,19,3,5,8,7,21784,44.4,28,10,0,2,28,1,34,2,7,9,-6,35319,32.1,60,28,0,1,28,29,5,23,6,74489
0,49,3,3,6,-1,34084,50.0,42,14,1,0,28,0,30,1,1,2,4,18694,33.3,19,5,0,0,28,17,-1,12,5,52858
3,82,6,6,12,-1,49797,52.2,70,22,1,0,57,3,64,3,1,4,-7,26789,40.0,36,9,0,0,57,7,-4,6,1,21115
0,82,19,63,82,25,90343,74.5,121,42,1,6,51,0,79,7,43,50,7,85607,58.8,81,35,1,1,51,36,-9,23,13,51733
0,79,7,13,20,-16,62531,83.3,96,28,0,2,51,0,80,11,12,23,0,70098,60.5,90,22,0,3,51,40,0,23,17,78719
0,80,28,30,58,16,92390,80.6,179,45,1,3,35,0,72,21,37,58,7,87066,70.7,199,47,0,2,35,52,-1,32,20,87426
0,82,31,27,58,35,85179,70.7,213,97,1,4,41,0,63,16,18,34,6,62694,64.2,165,73,1,1,41,47,9,23,24,79304
0,76,25,28,53,15,81032,76.8,175,60,0,5,40,0,82,23,31,54,-13,102473,68.4,230,102,0,5,40,75,-9,44,31,105112
1,81,6,15,21,10,107243,31.8,133,44,0,0,57,1,60,8,25,33,4,89868,47.8,154,60,2,2,57,24,9,21,3,72263
0,57,13,17,30,-15,67390,68.2,122,44,1,3,48,0,78,27,28,55,-3,91261,72.4,185,55,1,7,48,51,19,35,16,75761
3,70,6,8,14,5,45980,58.3,113,34,1,0,52,3,73,10,8,18,-1,48107,72.0,85,23,0,1,52,19,-1,12,7,41027
2,40,14,15,29,3,42631,87.9,129,47,0,2,54,2,82,29,33,62,-2,78179,71.3,238,74,1,4,54,54,1,18,36,72385
1,82,3,11,14,-5,98320,27.5,85,36,1,0,35,1,58,5,11,16,17,64062,30.2,73,30,0,0,35,16,9,13,3,80818
2,74,18,23,41,-10,69312,77.4,146,43,1,2,42,2,68,17,31,48,-5,58769,81.4,133,37,0,2,38,56,-3,32,24,67621
1,71,9,29,38,8,90797,56.7,140,54,0,3,28,1,71,3,21,24,3,92289,32.0,117,51,1,1,28,32,-7,28,4,96773
0,39,8,3,11,-3,27800,78.6,99,25,0,0,30,0,44,10,8,18,-3,35581,69.2,116,41,0,3,30,10,3,3,7,26664
0,76,17,21,38,-14,75883,66.7,123,31,0,1,29,0,72,9,19,28,-7,68703,57.1,88,43,0,0,28,16,-5,8,8,52799
3,77,15,23,38,0,71092,79.2,156,73,0,4,41,3,69,15,22,37,-3,60971,74.0,136,41,0,1,34,8,-8,5,3,18983
3,55,7,6,13,-7,38161,52.0,94,40,0,2,55,3,10,0,1,1,1,6087,100.0,13,4,0,0,55,20,-11,10,10,53939
1,67,8,31,39,15,92982,54.2,116,71,2,2,51,1,75,6,22,28,4,95555,43.8,144,67,1,2,51,32,9,21,11,109586
3,73,11,44,55,-5,81407,78.6,213,61,1,5,49,3,82,20,41,61,-24,93911,68.5,253,88,1,4,49,85,10,65,20,95729
3,63,13,14,27,-30,60657,81.8,199,54,0,2,55,3,81,20,35,55,-18,82121,76.4,233,73,0,7,29,14,-7,9,5,32521
0,43,4,2,6,-2,23620,85.7,55,16,0,0,28,0,43,6,1,7,2,24142,70.0,40,19,0,0,28,16,-10,9,7,62938
3,79,21,22,43,-15,80452,72.9,138,57,0,1,51,3,78,10,19,29,-2,74613,65.9,105,55,0,4,51,12,-2,7,5,37047
1,22,1,1,2,-9,22603,22.2,40,24,0,0,44,1,7,0,1,1,-3,6608,20.0,14,9,0,0,50,5,4,5,0,12859
2,57,3,7,10,-4,34209,76.9,55,15,0,1,45,2,77,5,12,17,14,57408,56.7,90,25,0,0,45,19,2,5,14,56232
0,14,0,0,0,1,7863,0.0,4,4,0,1,49,0,23,8,4,12,5,19749,80.0,49,13,0,0,49,21,-10,13,8,53613
1,78,20,31,51,-7,118764,58.6,189,88,0,3,45,1,78,17,25,42,20,117286,48.8,183,96,0,5,43,16,-8,10,6,39543
1,45,0,7,7,-17,50841,23.3,65,32,0,2,55,1,73,1,7,8,1,52209,22.9,72,24,0,0,45,5,2,3,2,34002
